priority,name,category,latitude,longitude,own_brand_note,competitor_count,competitor_brands,competitor_max_kw,source_id,next_step
HIGH,KOSGEB ODTÜ TEKMER,business_centre,39.8987346,32.775882,,0,,0.0,relation/6296519,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kadın Doğum Hastanesi,hospital,39.9629747,32.8294212,,0,,0.0,node/10077457875,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kadın Doğum Ve Çocuk Acil,hospital,39.9640568,32.8290487,,0,,0.0,node/10077470611,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kahramanlar İş Merkezi,business_centre,39.9203059,32.8547562,,0,,0.0,way/227061567,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kaletepe Aile Sağlığı Merkezi,clinic,39.9817048,32.7899608,,0,,0.0,way/406545284,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Karacaören Aile Sağlığı Merkezi,clinic,40.0246393,32.9237923,,0,,0.0,way/218871581,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Karakaya Aile Sağlığı Merkezi,clinic,40.038546,32.8475691,,0,,0.0,node/4557114453,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Karargahtepe Aile Sağlığı Merkezi,hospital,39.9770089,32.8581921,,0,,0.0,node/14014299274,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Karşıyaka Alışveriş Merkezi,mall,39.9704104,32.7863325,,0,,0.0,way/405070905,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kayaş Aile Sağlığı Merkezi,clinic,39.9143691,32.9682062,,0,,0.0,way/457852733,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Keklikpınarı Aile Sağlığı Merkezi,clinic,39.8592521,32.8175653,,0,,0.0,way/438495020,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kerkük Aile Sağlığı Merkezi,clinic,39.8912975,32.8753459,,0,,0.0,node/4541082562,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kezban Hüseyin Mercan Aile Sağlığı Merkezi,clinic,39.8705663,32.6651334,,0,,0.0,node/10297558853,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Keçiören Aşık Veysel Aile Sağlığı Merkezi,clinic,40.0027638,32.8404649,,0,,0.0,node/13015005201,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Keçiören Kamil Ocak Aile Sağlığı Merkezi,clinic,39.9789846,32.8844963,,0,,0.0,way/413645236,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kudret International Hospital,hospital,39.9298714,32.8450942,zes 0kW,0,,0.0,way/225661426,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kuşcağız Aile Sağlığı Merkez,clinic,39.9975291,32.8446659,,0,,0.0,way/406428693,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kıbrıs Köyü Sağlık Ocağı,clinic,39.8889643,32.9878957,,0,,0.0,way/406900093,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Kızılay AVM,mall,39.9215417,32.8532903,,0,,0.0,way/427335497,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Labris Teknoloji Bilisim Cozumleri,business_centre,39.8987054,32.7747281,,0,,0.0,way/1421254793,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Liberal Parti Genel Merkezi,business_centre,39.9183702,32.8579883,,0,,0.0,node/9516602818,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Lider Tıp Merkezi,hospital,39.950289,32.6121224,zes 0kW,0,,0.0,node/13527219507,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Limon Bazaar,mall,39.9192261,32.8555771,,0,,0.0,node/6420538086,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Lösev Losante Hastanesi,hospital,39.8962854,32.874456,,0,,0.0,way/228356193,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,MEDORAN Fizik Tedavi ve Rehabilitasyon Merkez,clinic,39.8565411,32.8532126,zes 60kW,0,,0.0,way/463598634,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Maltepe Fizik Tedavi ve Rehabilitasyon Merkezi,clinic,39.9305489,32.8452211,zes 0kW,0,,0.0,node/4639694346,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Mamak AVM,mall,39.9142282,32.9477065,,0,,0.0,way/991748686,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Mamak Akşemseddin Aile Sağlığı Merkezi,clinic,39.9016475,32.9377164,,0,,0.0,node/4273169054,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Medical Park Ankara Hastanesi,hospital,39.9665566,32.7094978,,0,,0.0,way/504133284,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Medikal Gözlem Kliniği,hospital,39.8962236,32.753625,,0,,0.0,way/1099317629,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Mediko,clinic,39.8908598,32.7887605,,0,,0.0,way/58076852,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Medisun Hastanesi,hospital,39.8908191,32.7105063,,0,,0.0,node/5065584156,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Meta Hair Protez Saç Kliniği,clinic,39.9692994,32.7850761,,0,,0.0,node/12365066162,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Metro Center Alışveriş Merkezi,mall,39.9698361,32.7257807,,0,,0.0,way/1552637521,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Meva Şehir AVM,mall,39.9641851,32.6229686,,0,,0.0,way/1337410127,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,MilSoft Yazılım A.Ş.,business_centre,39.8966619,32.7736873,,0,,0.0,way/221349053,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Millî Piyango,business_centre,39.9213279,32.8527961,,0,,0.0,way/225727424,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Muhtar Fazlı İrge,clinic,40.0132608,32.8693871,,0,,0.0,way/406043257,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Mustafa Kemal ASM,clinic,39.9115261,32.7598517,,0,,0.0,node/2569572284,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Mürsel Uluç Aile Sağlığı Merkezi,clinic,39.8578885,32.830743,,0,,0.0,node/7878412682,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Müzeyyen Şükrü İlhan Aile Sağlığı Merkezi,clinic,39.9643168,32.9221227,,0,,0.0,way/420716330,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Nanografi İnovasyon,business_centre,39.8987089,32.7743953,,0,,0.0,way/1421254792,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Numune Hastanesi Mamak Semt Polikliniği,hospital,39.9284594,32.911405,,0,,0.0,way/406937157,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,One Tower AVM,mall,39.8495693,32.8351944,zes 60kW,0,,0.0,way/466744303,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Onkoloji Hastanesi,hospital,39.961656,32.8302516,,0,,0.0,node/10077457880,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Onkoloji Hastanesi Ahmet Andiçen Kampüsü,hospital,39.9233035,32.8628162,zes 0kW,0,,0.0,way/658968420,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Onur Uğurlu Aile Sağlığı Merkezi,clinic,39.9222448,32.913454,,0,,0.0,way/432348493,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Onur Çarşısı,mall,39.9225158,32.8513141,,0,,0.0,way/698960805,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ortopedi ve Nöroloji Hastanesi,hospital,39.9658986,32.8314799,,0,,0.0,node/10077457877,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Osmanlı Halk Çarşısı,mall,39.9991431,32.8619593,,0,,0.0,way/405422766,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,POLO CLUB ÇANTA,mall,39.9784829,32.8597891,,0,,0.0,node/14021746662,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Perstij AVM,mall,39.9986416,32.6039703,,0,,0.0,way/429257818,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Psikiyatri Kliniği,hospital,39.9612455,32.8239916,,0,,0.0,node/10304290231,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Pursaklar Devlet Hastanesi,hospital,40.049532,32.8940968,,0,,0.0,way/1005231512,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Pursaklar Semt Polikliniği,clinic,40.0424792,32.8989259,,0,,0.0,way/406187340,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,RFM Batı Diyaliz Merkezi,clinic,39.9525374,32.6400758,,0,,0.0,node/14184997512,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Rektörlük,business_centre,39.8713246,32.7500895,,0,,0.0,node/2052361510,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Rektörlük İdari Birimler,business_centre,39.864566,32.7445455,,0,,0.0,node/2726418165,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,SATGEB Bölge Ortak Bina,business_centre,39.8936427,32.7720453,,0,,0.0,way/423686193,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,39.9733334,32.7892504,,0,,0.0,way/405070910,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,39.9748288,32.8166456,,0,,0.0,way/405074754,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,40.0265896,32.8603686,,0,,0.0,way/406162770,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,39.9179886,32.953137,,0,,0.0,way/406900087,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,39.9798724,32.9334851,,0,,0.0,way/420264044,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sağlık Ocağı,clinic,39.9787343,32.7061588,,0,,0.0,way/429674480,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Semt Polikliniği,hospital,39.8932607,32.8796874,zes 60kW,0,,0.0,node/312788094,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Servet Ünsal Tıp Merkezi,clinic,39.9623538,32.7789032,,0,,0.0,way/404784079,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Set Apartmanı,business_centre,39.9173475,32.8615752,,0,,0.0,way/226298882,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Seza İnşaat San. ve Tic. A.Ş. - Genel Merkez,business_centre,39.8641714,32.854781,zes 60kW,0,,0.0,way/605555147,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Seğmenler Vergi Dairesi,business_centre,39.9182255,32.8560357,,0,,0.0,way/227047592,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sivil Savunma ve Güvenlik Müdürlüğü,business_centre,39.8647238,32.7445335,,0,,0.0,node/4326329351,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Subay Evleri Aile Sağlığı Merkezi,clinic,39.971304,32.8756322,,0,,0.0,way/406420486,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sürekli Eğitim Merkezi (SEM),business_centre,39.8981378,32.775534,,0,,0.0,way/423686197,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Sürekli Eğitim Merkezi (SEM),business_centre,39.8980222,32.7760026,,0,,0.0,way/423686198,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,T.C Sağlık Bakanlığı (Pursaklar Ağız ve Diş Sağlığı Merkezi),hospital,40.0461277,32.9096653,,0,,0.0,way/1304649689,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Teknokent Titanyum Blok,business_centre,39.8957901,32.7718196,Trugo 0kW,0,,0.0,node/4232392987,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Teknokent İkizler Binası,business_centre,39.8965882,32.7758457,,0,,0.0,way/221316335,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Tepebaşı Aile Sağlığı Merkezi,hospital,39.9881226,32.8619076,,0,,0.0,node/13888293972,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Tepebaşı Ağız ve Diş Sağlığı Eğitim Araştırma Hastanesi,hospital,39.9846397,32.8650953,,0,,0.0,node/14028164988,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Tepebaşı Ağız ve Diş Sağlığı Eğitim Araştırma Hastanesi,hospital,39.9846417,32.8650568,,0,,0.0,way/1282374141,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Toplu Yapı Yönetimi,business_centre,39.8746589,32.7187715,,0,,0.0,way/1497062109,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Topraklık Ağız ve Diş Sağlığı Merkezi,hospital,39.9202521,32.8726921,,0,,0.0,way/462549230,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türk Eğitim Derneği,business_centre,39.9141611,32.8582268,zes 0kW,0,,0.0,way/226298880,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türk Telekom,business_centre,39.9767396,32.6122004,,0,,0.0,way/228830580,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türkiye Yardım Sevenler Derneği Genel Merkezi,business_centre,39.9180318,32.861467,,0,,0.0,way/226299016,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türkiye İşçi Partisi Genel Merkezi,business_centre,39.9190001,32.8573445,,0,,0.0,way/227061429,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türkkonut Eryaman 6 Nolu Aile Sağlığı Merkezi,clinic,39.9947696,32.6335757,,0,,0.0,way/455695082,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Türközü Aile Sağlığı Merkezi,clinic,39.9136377,32.8874177,,0,,0.0,way/431675143,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Tıbbi Gözlem Kliniği,hospital,39.9597723,32.8267915,,0,,0.0,node/10235939073,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ufuktepe Sağlık Ocağı,clinic,40.0160358,32.861414,,0,,0.0,way/406150110,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ulubey Aile Sağlığı Merkez,clinic,39.9665261,32.9115844,,0,,0.0,way/406579939,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ulus Şehir Çarşısı,mall,39.9423376,32.8556262,,0,,0.0,way/783229341,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Uyanış Sağlık Ocağı,clinic,40.0037719,32.8720926,,0,,0.0,way/405983543,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,VM Medical Park Keçiören Hastanesi,hospital,39.9753784,32.8678498,,0,,0.0,way/1190327294,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Veli Gündüz Şahin Sağlık Ocağı,clinic,39.9220323,32.9043804,,0,,0.0,way/406917176,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Veraset ve İntikal Vergi Dairesi,business_centre,39.9200283,32.856707,,0,,0.0,way/227061455,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Visart Görüntüleme,clinic,39.8907705,32.8553519,,0,,0.0,node/247208826,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yakacık Aile Sağlığı Merkez,clinic,40.0375724,32.7684536,,0,,0.0,way/462316859,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yayla Sağlık Ocağı,clinic,39.9914095,32.8239722,,0,,0.0,way/404914985,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yeger Apartmanı,business_centre,39.918057,32.8565673,,0,,0.0,way/227061411,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yeni Batı Aile Sağlığı Merkezi,clinic,39.9673115,32.7032669,,0,,0.0,way/1336637271,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yenidoğan Niyazi Karabey Aile Sağlığı Merkezi,clinic,39.9488089,32.8759119,,0,,0.0,way/437911814,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yenimahalle 6 Nolu Aile Sağlığı Merkezi,clinic,39.9846941,32.7991013,,0,,0.0,node/8825938837,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yenimahalle Atatürk Aile Sağlığı Merkezi,clinic,39.9557312,32.8032233,,0,,0.0,way/1128435734,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yenimahalle Pamuklar Aile Sağlığı Merkezi,clinic,39.9841369,32.8078636,,0,,0.0,way/858233999,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yeşilbayır Polikinliği,clinic,39.9095413,32.9580615,,0,,0.0,node/4273021111,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yeşiltepe Aile Sağlık Merkezi,clinic,39.9932568,32.8941394,,0,,0.0,way/414389539,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yol Tarifi Arif Göçmen Aile Sağlığı Merkez,clinic,39.9849091,32.7608511,,0,,0.0,way/406575956,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yüksek Güvenlikli Adli Psikiyatri Hastanesi,hospital,39.9028354,32.7635992,,0,,0.0,way/1099315325,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Yükseltepe Aile Sağlığı Merkez,clinic,39.9988177,32.8097561,,0,,0.0,way/406575976,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Zekai Tahir Burak Kadın Sağlığı Eğitim ve Araştırma Hastanesi,hospital,39.9324175,32.8687683,,0,,0.0,way/436826675,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Zübeyde Hanım Doğum ve Kadın Hastalıkları Hastanesi,hospital,39.9643983,32.8396733,,0,,0.0,way/324059873,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,animanya,business_centre,39.8937466,32.6979575,,0,,0.0,way/773762671,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,erdoğan şahinoğlu asm,hospital,39.8799432,32.8002666,,0,,0.0,way/1303299842,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çamlıca Aile Sağlığı Merkezi,clinic,39.9541804,32.784393,,0,,0.0,way/460459218,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya 3 Nolu Aile Sağlığı Merkezi,clinic,39.9143886,32.8689506,,0,,0.0,node/6170864954,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya 4 Nolu Aile Sağlığı Merkez,clinic,39.8867461,32.8403583,,0,,0.0,way/224463093,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya 6 Nolu Aile Sağlık Merkezi,clinic,39.9261341,32.8665582,,0,,0.0,way/422181524,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya Barbaros Aile Sağlığı Merkezi,clinic,39.872687,32.8568567,,0,,0.0,node/4411213293,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya Bağlar Aile Sağlığı Merkezi,clinic,39.8994567,32.8754885,,0,,0.0,node/83537337,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya Doktorlar Grubu,clinic,39.8850509,32.8532215,,0,,0.0,node/143916593,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya Hoşdere ASM Sağlık Ocağı,clinic,39.8990664,32.848473,,0,,0.0,node/13566125301,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çankaya Osman Temiz Mahallesi Aile Sağlığı Merkezi,clinic,39.8754245,32.8392232,,0,,0.0,node/9846167946,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çarşı,mall,39.8925365,32.7883429,,0,,0.0,way/57910019,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çelikler İş Merkezi,mall,39.9060133,32.8609872,,0,,0.0,node/4617717384,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çocuk Hastanesi,hospital,39.9649757,32.8284088,,0,,0.0,node/10245508803,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çocuk Hemodiyaliz,hospital,39.9656233,32.8290858,,0,,0.0,node/10080058032,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Çukurambar Sağlık Ocağı,clinic,39.906281,32.8037503,,0,,0.0,way/459172931,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Örnek Aile Sağlığı Merkezi,clinic,39.9550608,32.8796689,,0,,0.0,way/437930279,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel 19 Mayıs Hastanesi,hospital,39.8752724,32.8406413,,0,,0.0,way/443137380,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Ankara Cerrahi Tıp Merkezi,hospital,39.8924972,32.8263122,,0,,0.0,node/4406513697,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Ata Grup Tıp Merkezi,hospital,39.8732775,32.6889154,,0,,0.0,way/222270145,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Bilgi Tıp Merkez,clinic,39.9881199,32.8655666,,0,,0.0,way/406128626,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Biltaş Böbrek Taşı Kırma Merkezi,hospital,39.9093866,32.8598732,,0,,0.0,node/247208522,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Denge İç Hastalıkları Merkezi,hospital,39.9043285,32.8664682,,0,,0.0,node/312779099,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel ECM Köroğlu Plastik Estetik ve Rekonstrüktif Cerrahi Merkezi,hospital,39.8926412,32.8702759,zes 0kW,0,,0.0,way/228356153,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Etimed Hastanesi,hospital,39.9537624,32.6281642,,0,,0.0,way/406727922,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Klinik 99 Ağız ve Diş Sağlığı Polikliniği,hospital,39.8985816,32.8538197,,0,,0.0,way/741582579,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Koru Kavaklıdere Hastanesi,hospital,39.9064721,32.8635098,,0,,0.0,node/4333122824,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Ulus Hastanesi,hospital,39.9538484,32.8530502,,0,,0.0,way/217542916,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Yaşam Hastanesi,hospital,39.882833,32.8717938,zes 60kW,0,,0.0,way/313433603,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özel Yeni Med Tıp Merkezi,clinic,39.869455,32.8269657,,0,,0.0,way/438516082,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özkaya Sağlık Grubu,clinic,39.9205192,32.8572738,,0,,0.0,node/14193463929,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Özkent Akbilek Aile Sağlığı Merkezi,clinic,39.906904,32.9788499,,0,,0.0,way/427937980,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Öztoprak Aile Sağlığı Merkezi,clinic,39.936238,32.8985587,,0,,0.0,node/2345237912,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Öğrenci Dekanlığı,business_centre,39.8725309,32.7504191,,0,,0.0,node/2726323192,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ümitköy Site Çarşısı,mall,39.9001028,32.7060653,,0,,0.0,node/8727253380,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Ümmü Gülsüm Güçlüoğlu Aile Sağlığı Merkez,clinic,39.9190945,32.8867513,,0,,0.0,way/435099664,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
